Incident_ID,Timestamp,Service,Incident_Type,Description,Root_Cause,Resolution,Time_To_Resolve_Mins
INC-1216,2026-01-12 03:28:54,Kubernetes Cluster,Security Alert,Database replication lag exceeded 5 minutes.,Expired TLS certificate on internal load balancer.,Renewed and deployed updated TLS certificates via Let's Encrypt.,206
INC-1138,2026-01-12 21:35:54,Analytics-Worker,Performance Degradation,High CPU utilization detected on primary nodes.,Deadlock in concurrent transaction processing.,Restarted kubelet service on affected worker nodes.,79
INC-1396,2026-01-13 00:53:54,Kubernetes Cluster,Performance Degradation,High CPU utilization detected on primary nodes.,Missing index on newly deployed database table causing full table scans.,Restarted kubelet service on affected worker nodes.,137
INC-1064,2026-01-13 01:39:54,Analytics-Worker,Resource Exhaustion,Pods are stuck in CrashLoopBackOff state.,Surge in unexpected traffic overwhelmed the service capacity.,Killed the blocking database queries and added missing indexes.,37
INC-1315,2026-01-13 11:12:54,Analytics-Worker,Resource Exhaustion,High number of 5xx errors from backend services.,Deadlock in concurrent transaction processing.,Killed the blocking database queries and added missing indexes.,110
INC-1198,2026-01-14 14:33:54,Kubernetes Cluster,Database Error,Memory leak causing OOM (Out of Memory) kills.,"Log rotation failed, filling up disk space.",Renewed and deployed updated TLS certificates via Let's Encrypt.,231
INC-1336,2026-01-15 17:28:54,Inventory-DB,Service Outage,Memory leak causing OOM (Out of Memory) kills.,Misconfigured security group blocked inter-node traffic.,Cleared docker builder cache and expanded runner EBS volume.,222
INC-1458,2026-01-15 22:46:54,Auth-Service,Deployment Failure,Pods are stuck in CrashLoopBackOff state.,Expired TLS certificate on internal load balancer.,Renewed and deployed updated TLS certificates via Let's Encrypt.,140
INC-1337,2026-01-16 02:17:54,Kafka-Cluster,Deployment Failure,DNS resolution failures in internal VPC.,CI/CD runner ran out of disk space during docker build.,Renewed and deployed updated TLS certificates via Let's Encrypt.,158
INC-1016,2026-01-16 11:08:54,Kubernetes Cluster,Database Error,Disk space critical: > 95% utilized on /var/log.,Surge in unexpected traffic overwhelmed the service capacity.,Killed the blocking database queries and added missing indexes.,35
INC-1116,2026-01-17 18:57:54,Analytics-Worker,Service Outage,Kafka consumer lag building up beyond alerting threshold.,Surge in unexpected traffic overwhelmed the service capacity.,Implemented exponential backoff and contacted vendor for quota increase.,57
INC-1153,2026-01-17 19:05:54,Analytics-Worker,Deployment Failure,Jenkins build pipeline failing on integration tests.,Deadlock in concurrent transaction processing.,Cleared docker builder cache and expanded runner EBS volume.,172
INC-1481,2026-01-17 21:49:54,CI/CD Pipeline,Service Outage,Memory leak causing OOM (Out of Memory) kills.,Network partition between primary and secondary availability zones.,Scaled up replicas from 3 to 10 to handle the load.,206
INC-1419,2026-01-18 12:14:54,Kafka-Cluster,Database Error,DNS resolution failures in internal VPC.,"Log rotation failed, filling up disk space.",Renewed and deployed updated TLS certificates via Let's Encrypt.,65
INC-1272,2026-01-19 02:39:54,Frontend-UI,Security Alert,SSL Certificate expiration warning.,Recent deployment introduced a memory leak.,Corrected the AWS security group rules to allow port 443.,122
INC-1491,2026-01-20 15:27:54,Kafka-Cluster,Network Timeout,Memory leak causing OOM (Out of Memory) kills.,Expired TLS certificate on internal load balancer.,Restarted kubelet service on affected worker nodes.,81
INC-1465,2026-01-21 05:03:54,Kubernetes Cluster,Network Timeout,Database replication lag exceeded 5 minutes.,Surge in unexpected traffic overwhelmed the service capacity.,Rebooted unresponsive nodes and cordoned them for investigation.,51
INC-1227,2026-01-21 05:15:54,User-API,Performance Degradation,Redis cache eviction rate spiked.,Misconfigured security group blocked inter-node traffic.,Increased pod resource limits (memory) in Helm chart and redeployed.,125
INC-1179,2026-01-21 08:18:54,Analytics-Worker,Resource Exhaustion,API response times exceeded 2000ms threshold.,Recent deployment introduced a memory leak.,Implemented exponential backoff and contacted vendor for quota increase.,8
INC-1445,2026-01-21 12:26:54,Payment-Gateway,Service Outage,Jenkins build pipeline failing on integration tests.,Surge in unexpected traffic overwhelmed the service capacity.,Implemented exponential backoff and contacted vendor for quota increase.,155
INC-1254,2026-01-21 21:04:54,Kafka-Cluster,Service Outage,Database replication lag exceeded 5 minutes.,CI/CD runner ran out of disk space during docker build.,Killed the blocking database queries and added missing indexes.,207
INC-1104,2026-01-22 02:51:54,Payment-Gateway,Network Timeout,Redis cache eviction rate spiked.,Missing index on newly deployed database table causing full table scans.,Implemented exponential backoff and contacted vendor for quota increase.,73
INC-1192,2026-01-22 10:53:54,CI/CD Pipeline,Resource Exhaustion,Kafka consumer lag building up beyond alerting threshold.,Misconfigured security group blocked inter-node traffic.,Increased pod resource limits (memory) in Helm chart and redeployed.,36
INC-1093,2026-01-22 16:49:54,Auth-Service,Service Outage,High CPU utilization detected on primary nodes.,Recent deployment introduced a memory leak.,Renewed and deployed updated TLS certificates via Let's Encrypt.,33
INC-1188,2026-01-26 10:22:54,Kubernetes Cluster,Resource Exhaustion,Memory leak causing OOM (Out of Memory) kills.,Network partition between primary and secondary availability zones.,Restarted kubelet service on affected worker nodes.,193
INC-1065,2026-01-26 10:34:54,Kafka-Cluster,Service Outage,Jenkins build pipeline failing on integration tests.,Surge in unexpected traffic overwhelmed the service capacity.,Restarted kubelet service on affected worker nodes.,100
INC-1159,2026-01-27 20:34:54,Payment-Gateway,Deployment Failure,High CPU utilization detected on primary nodes.,Memory limits set too low in Kubernetes deployment manifests.,Rolled back to the previous stable release and initiated RCA.,235
INC-1136,2026-01-29 15:20:54,Kafka-Cluster,Deployment Failure,Pods are stuck in CrashLoopBackOff state.,Expired TLS certificate on internal load balancer.,Cleared docker builder cache and expanded runner EBS volume.,59
INC-1213,2026-01-30 03:28:54,Auth-Service,Performance Degradation,Kafka consumer lag building up beyond alerting threshold.,Expired TLS certificate on internal load balancer.,Flushed Redis cache and restarted worker instances.,157
INC-1490,2026-01-31 18:58:54,Auth-Service,Deployment Failure,Redis cache eviction rate spiked.,"Log rotation failed, filling up disk space.",Killed the blocking database queries and added missing indexes.,146
INC-1311,2026-02-01 01:48:54,Frontend-UI,Deployment Failure,High CPU utilization detected on primary nodes.,Network partition between primary and secondary availability zones.,Cleared docker builder cache and expanded runner EBS volume.,46
INC-1487,2026-02-01 11:34:54,User-API,Security Alert,Connections refused by the primary database.,Network partition between primary and secondary availability zones.,Rolled back to the previous stable release and initiated RCA.,10
INC-1388,2026-02-01 12:04:54,Kubernetes Cluster,Resource Exhaustion,Kafka consumer lag building up beyond alerting threshold.,Surge in unexpected traffic overwhelmed the service capacity.,Killed the blocking database queries and added missing indexes.,38
INC-1244,2026-02-01 15:52:54,Analytics-Worker,Resource Exhaustion,SSL Certificate expiration warning.,CI/CD runner ran out of disk space during docker build.,Rebooted unresponsive nodes and cordoned them for investigation.,186
INC-1283,2026-02-02 11:00:54,User-API,Performance Degradation,Memory leak causing OOM (Out of Memory) kills.,Misconfigured security group blocked inter-node traffic.,Scaled up replicas from 3 to 10 to handle the load.,107
INC-1271,2026-02-02 14:54:54,CI/CD Pipeline,Performance Degradation,Disk space critical: > 95% utilized on /var/log.,Memory limits set too low in Kubernetes deployment manifests.,Implemented exponential backoff and contacted vendor for quota increase.,132
INC-1068,2026-02-03 12:44:54,Analytics-Worker,Performance Degradation,High CPU utilization detected on primary nodes.,Expired TLS certificate on internal load balancer.,Cleared docker builder cache and expanded runner EBS volume.,14
INC-1484,2026-02-04 02:19:54,Kafka-Cluster,Deployment Failure,Pods are stuck in CrashLoopBackOff state.,CI/CD runner ran out of disk space during docker build.,Rebooted unresponsive nodes and cordoned them for investigation.,101
INC-1225,2026-02-06 07:35:54,Kafka-Cluster,Performance Degradation,High CPU utilization detected on primary nodes.,Network partition between primary and secondary availability zones.,Renewed and deployed updated TLS certificates via Let's Encrypt.,218
INC-1393,2026-02-06 11:44:54,Kubernetes Cluster,Network Timeout,API response times exceeded 2000ms threshold.,Memory limits set too low in Kubernetes deployment manifests.,Implemented exponential backoff and contacted vendor for quota increase.,38
INC-1478,2026-02-07 10:35:54,CI/CD Pipeline,Database Error,Disk space critical: > 95% utilized on /var/log.,Surge in unexpected traffic overwhelmed the service capacity.,Implemented exponential backoff and contacted vendor for quota increase.,90
INC-1423,2026-02-08 13:02:54,Kafka-Cluster,Performance Degradation,SSL Certificate expiration warning.,Misconfigured security group blocked inter-node traffic.,Rolled back to the previous stable release and initiated RCA.,206
INC-1139,2026-02-08 13:56:54,User-API,Network Timeout,Kafka consumer lag building up beyond alerting threshold.,Expired TLS certificate on internal load balancer.,Increased pod resource limits (memory) in Helm chart and redeployed.,31
INC-1349,2026-02-09 02:20:54,CI/CD Pipeline,Database Error,Redis cache eviction rate spiked.,Expired TLS certificate on internal load balancer.,Corrected the AWS security group rules to allow port 443.,14
INC-1480,2026-02-11 12:57:54,Analytics-Worker,Security Alert,High number of 5xx errors from backend services.,Long-running queries locked database tables.,Cleared docker builder cache and expanded runner EBS volume.,161
INC-1358,2026-02-11 13:46:54,User-API,Database Error,Kafka consumer lag building up beyond alerting threshold.,Deadlock in concurrent transaction processing.,"Cleared old logs, freed 20GB, and fixed logrotate cron job.",151
INC-1085,2026-02-13 04:14:54,Kubernetes Cluster,Resource Exhaustion,SSL Certificate expiration warning.,Misconfigured security group blocked inter-node traffic.,Killed the blocking database queries and added missing indexes.,202
INC-1415,2026-02-13 11:42:54,Kubernetes Cluster,Service Outage,Redis cache eviction rate spiked.,Misconfigured security group blocked inter-node traffic.,Renewed and deployed updated TLS certificates via Let's Encrypt.,114
INC-1226,2026-02-15 10:15:54,User-API,Database Error,Disk space critical: > 95% utilized on /var/log.,"Log rotation failed, filling up disk space.",Killed the blocking database queries and added missing indexes.,234
INC-1036,2026-02-15 21:14:54,Kafka-Cluster,Performance Degradation,Pods are stuck in CrashLoopBackOff state.,Deadlock in concurrent transaction processing.,Corrected the AWS security group rules to allow port 443.,80
INC-1375,2026-02-16 14:26:54,Analytics-Worker,Security Alert,DNS resolution failures in internal VPC.,Network partition between primary and secondary availability zones.,Restarted kubelet service on affected worker nodes.,152
INC-1306,2026-02-17 02:16:54,Frontend-UI,Network Timeout,Disk space critical: > 95% utilized on /var/log.,Surge in unexpected traffic overwhelmed the service capacity.,Scaled up replicas from 3 to 10 to handle the load.,235
INC-1426,2026-02-17 19:56:54,User-API,Deployment Failure,Kafka consumer lag building up beyond alerting threshold.,Surge in unexpected traffic overwhelmed the service capacity.,Rolled back to the previous stable release and initiated RCA.,77
INC-1051,2026-02-18 17:36:54,Redis-Cache,Network Timeout,Kafka consumer lag building up beyond alerting threshold.,Missing index on newly deployed database table causing full table scans.,Corrected the AWS security group rules to allow port 443.,59
INC-1492,2026-02-19 02:27:54,User-API,Network Timeout,Memory leak causing OOM (Out of Memory) kills.,Memory limits set too low in Kubernetes deployment manifests.,Implemented exponential backoff and contacted vendor for quota increase.,6
INC-1274,2026-02-19 15:34:54,Kafka-Cluster,Network Timeout,Redis cache eviction rate spiked.,Missing index on newly deployed database table causing full table scans.,Restarted kubelet service on affected worker nodes.,136
INC-1293,2026-02-20 00:27:54,Inventory-DB,Database Error,Jenkins build pipeline failing on integration tests.,Network partition between primary and secondary availability zones.,Restarted kubelet service on affected worker nodes.,138
INC-1347,2026-02-21 01:38:54,Frontend-UI,Network Timeout,502 Bad Gateway errors observed from load balancer.,Deadlock in concurrent transaction processing.,Cleared docker builder cache and expanded runner EBS volume.,152
INC-1488,2026-02-21 04:37:54,Inventory-DB,Security Alert,Pods are stuck in CrashLoopBackOff state.,Missing index on newly deployed database table causing full table scans.,Flushed Redis cache and restarted worker instances.,109
INC-1309,2026-02-21 05:13:54,CI/CD Pipeline,Performance Degradation,Database replication lag exceeded 5 minutes.,Upstream API dependency rate-limited our service requests.,Increased pod resource limits (memory) in Helm chart and redeployed.,35
INC-1329,2026-02-21 14:29:54,Inventory-DB,Network Timeout,Kafka consumer lag building up beyond alerting threshold.,"Log rotation failed, filling up disk space.",Rolled back to the previous stable release and initiated RCA.,169
INC-1160,2026-02-21 20:42:54,Kubernetes Cluster,Service Outage,API response times exceeded 2000ms threshold.,Recent deployment introduced a memory leak.,Flushed Redis cache and restarted worker instances.,118
INC-1241,2026-02-22 01:11:54,User-API,Resource Exhaustion,Redis cache eviction rate spiked.,Missing index on newly deployed database table causing full table scans.,Increased pod resource limits (memory) in Helm chart and redeployed.,193
INC-1195,2026-02-23 06:16:54,Inventory-DB,Database Error,Jenkins build pipeline failing on integration tests.,Upstream API dependency rate-limited our service requests.,Flushed Redis cache and restarted worker instances.,218
INC-1107,2026-02-25 00:29:54,Kubernetes Cluster,Service Outage,Pods are stuck in CrashLoopBackOff state.,Surge in unexpected traffic overwhelmed the service capacity.,Killed the blocking database queries and added missing indexes.,56
INC-1353,2026-02-25 02:03:54,Analytics-Worker,Deployment Failure,Memory leak causing OOM (Out of Memory) kills.,Memory limits set too low in Kubernetes deployment manifests.,Rebooted unresponsive nodes and cordoned them for investigation.,118
INC-1069,2026-02-25 18:17:54,Payment-Gateway,Security Alert,Disk space critical: > 95% utilized on /var/log.,CI/CD runner ran out of disk space during docker build.,Renewed and deployed updated TLS certificates via Let's Encrypt.,8
INC-1447,2026-02-25 22:40:54,Payment-Gateway,Performance Degradation,502 Bad Gateway errors observed from load balancer.,Missing index on newly deployed database table causing full table scans.,Killed the blocking database queries and added missing indexes.,29
INC-1010,2026-02-26 01:29:54,User-API,Performance Degradation,High CPU utilization detected on primary nodes.,Deadlock in concurrent transaction processing.,Restarted kubelet service on affected worker nodes.,53
INC-1006,2026-02-26 10:02:54,Redis-Cache,Security Alert,Kafka consumer lag building up beyond alerting threshold.,Missing index on newly deployed database table causing full table scans.,"Cleared old logs, freed 20GB, and fixed logrotate cron job.",88
INC-1003,2026-02-26 11:26:54,Payment-Gateway,Network Timeout,High number of 5xx errors from backend services.,Deadlock in concurrent transaction processing.,Scaled up replicas from 3 to 10 to handle the load.,28
INC-1455,2026-02-26 15:46:54,Payment-Gateway,Service Outage,Memory leak causing OOM (Out of Memory) kills.,Long-running queries locked database tables.,Increased pod resource limits (memory) in Helm chart and redeployed.,134
INC-1148,2026-02-27 03:22:54,Kafka-Cluster,Service Outage,Kafka consumer lag building up beyond alerting threshold.,Surge in unexpected traffic overwhelmed the service capacity.,Increased pod resource limits (memory) in Helm chart and redeployed.,146
INC-1251,2026-03-02 04:57:54,Payment-Gateway,Service Outage,SSL Certificate expiration warning.,Memory limits set too low in Kubernetes deployment manifests.,Corrected the AWS security group rules to allow port 443.,95
INC-1435,2026-03-02 13:23:54,Inventory-DB,Database Error,SSL Certificate expiration warning.,Upstream API dependency rate-limited our service requests.,Implemented exponential backoff and contacted vendor for quota increase.,19
INC-1040,2026-03-04 13:42:54,Redis-Cache,Resource Exhaustion,Jenkins build pipeline failing on integration tests.,Misconfigured security group blocked inter-node traffic.,"Cleared old logs, freed 20GB, and fixed logrotate cron job.",228
INC-1357,2026-03-05 18:38:54,Inventory-DB,Database Error,Connections refused by the primary database.,Missing index on newly deployed database table causing full table scans.,Increased pod resource limits (memory) in Helm chart and redeployed.,45
INC-1095,2026-03-05 20:00:54,Payment-Gateway,Performance Degradation,Database replication lag exceeded 5 minutes.,Network partition between primary and secondary availability zones.,Cleared docker builder cache and expanded runner EBS volume.,146
INC-1132,2026-03-06 02:45:54,Auth-Service,Performance Degradation,SSL Certificate expiration warning.,Long-running queries locked database tables.,Rebooted unresponsive nodes and cordoned them for investigation.,234
INC-1015,2026-03-06 04:08:54,Analytics-Worker,Network Timeout,Database replication lag exceeded 5 minutes.,"Log rotation failed, filling up disk space.",Corrected the AWS security group rules to allow port 443.,46
INC-1313,2026-03-07 09:31:54,Payment-Gateway,Database Error,Database replication lag exceeded 5 minutes.,Deadlock in concurrent transaction processing.,Cleared docker builder cache and expanded runner EBS volume.,211
INC-1094,2026-03-07 16:54:54,Inventory-DB,Deployment Failure,DNS resolution failures in internal VPC.,CI/CD runner ran out of disk space during docker build.,Implemented exponential backoff and contacted vendor for quota increase.,33
INC-1250,2026-03-08 00:34:54,CI/CD Pipeline,Performance Degradation,Kafka consumer lag building up beyond alerting threshold.,Misconfigured security group blocked inter-node traffic.,Rebooted unresponsive nodes and cordoned them for investigation.,93
INC-1339,2026-03-09 21:34:54,Kubernetes Cluster,Security Alert,Memory leak causing OOM (Out of Memory) kills.,Expired TLS certificate on internal load balancer.,Corrected the AWS security group rules to allow port 443.,93
INC-1384,2026-03-12 10:46:54,Frontend-UI,Security Alert,Redis cache eviction rate spiked.,Misconfigured security group blocked inter-node traffic.,Corrected the AWS security group rules to allow port 443.,81
INC-1324,2026-03-12 11:18:54,Analytics-Worker,Deployment Failure,Memory leak causing OOM (Out of Memory) kills.,Upstream API dependency rate-limited our service requests.,Cleared docker builder cache and expanded runner EBS volume.,152
INC-1261,2026-03-14 14:50:54,Inventory-DB,Network Timeout,Database replication lag exceeded 5 minutes.,CI/CD runner ran out of disk space during docker build.,Implemented exponential backoff and contacted vendor for quota increase.,91
INC-1237,2026-03-16 05:35:54,User-API,Service Outage,DNS resolution failures in internal VPC.,Misconfigured security group blocked inter-node traffic.,Scaled up replicas from 3 to 10 to handle the load.,56
INC-1008,2026-03-16 10:54:54,Auth-Service,Resource Exhaustion,SSL Certificate expiration warning.,Recent deployment introduced a memory leak.,Rolled back to the previous stable release and initiated RCA.,164
INC-1140,2026-03-17 03:21:54,Kafka-Cluster,Service Outage,SSL Certificate expiration warning.,Memory limits set too low in Kubernetes deployment manifests.,Renewed and deployed updated TLS certificates via Let's Encrypt.,37
INC-1115,2026-03-18 16:39:54,Kubernetes Cluster,Database Error,Pods are stuck in CrashLoopBackOff state.,Misconfigured security group blocked inter-node traffic.,Rolled back to the previous stable release and initiated RCA.,83
INC-1002,2026-03-19 00:47:54,CI/CD Pipeline,Service Outage,High number of 5xx errors from backend services.,Misconfigured security group blocked inter-node traffic.,Renewed and deployed updated TLS certificates via Let's Encrypt.,24
INC-1243,2026-03-19 19:02:54,CI/CD Pipeline,Service Outage,High CPU utilization detected on primary nodes.,Recent deployment introduced a memory leak.,"Cleared old logs, freed 20GB, and fixed logrotate cron job.",80
INC-1030,2026-03-20 18:50:54,CI/CD Pipeline,Database Error,Redis cache eviction rate spiked.,Deadlock in concurrent transaction processing.,Restarted kubelet service on affected worker nodes.,19
INC-1411,2026-03-21 15:02:54,Payment-Gateway,Network Timeout,High CPU utilization detected on primary nodes.,Upstream API dependency rate-limited our service requests.,Renewed and deployed updated TLS certificates via Let's Encrypt.,69
INC-1475,2026-03-22 17:03:54,Auth-Service,Network Timeout,Disk space critical: > 95% utilized on /var/log.,Missing index on newly deployed database table causing full table scans.,Rolled back to the previous stable release and initiated RCA.,33
INC-1371,2026-03-22 22:02:54,Frontend-UI,Resource Exhaustion,Memory leak causing OOM (Out of Memory) kills.,Expired TLS certificate on internal load balancer.,Rolled back to the previous stable release and initiated RCA.,134
INC-1055,2026-03-23 14:34:54,User-API,Deployment Failure,502 Bad Gateway errors observed from load balancer.,Misconfigured security group blocked inter-node traffic.,Scaled up replicas from 3 to 10 to handle the load.,72
INC-1125,2026-03-24 03:24:54,Kubernetes Cluster,Service Outage,High number of 5xx errors from backend services.,"Log rotation failed, filling up disk space.",Restarted kubelet service on affected worker nodes.,152
INC-1436,2026-03-25 08:34:54,Redis-Cache,Security Alert,Redis cache eviction rate spiked.,Long-running queries locked database tables.,Renewed and deployed updated TLS certificates via Let's Encrypt.,7
INC-1025,2026-03-25 21:25:54,Kafka-Cluster,Database Error,Pods are stuck in CrashLoopBackOff state.,Deadlock in concurrent transaction processing.,Scaled up replicas from 3 to 10 to handle the load.,135
INC-1092,2026-03-26 10:16:54,Frontend-UI,Deployment Failure,DNS resolution failures in internal VPC.,Memory limits set too low in Kubernetes deployment manifests.,Rolled back to the previous stable release and initiated RCA.,40
INC-1463,2026-03-31 09:54:54,Kafka-Cluster,Service Outage,Database replication lag exceeded 5 minutes.,CI/CD runner ran out of disk space during docker build.,Rebooted unresponsive nodes and cordoned them for investigation.,24
INC-1205,2026-03-31 18:07:54,Payment-Gateway,Service Outage,Memory leak causing OOM (Out of Memory) kills.,"Log rotation failed, filling up disk space.",Flushed Redis cache and restarted worker instances.,228
INC-1077,2026-03-31 23:22:54,Kafka-Cluster,Resource Exhaustion,Connections refused by the primary database.,Surge in unexpected traffic overwhelmed the service capacity.,Flushed Redis cache and restarted worker instances.,104
INC-1314,2026-04-01 21:53:54,Analytics-Worker,Security Alert,High number of 5xx errors from backend services.,Deadlock in concurrent transaction processing.,Killed the blocking database queries and added missing indexes.,33
INC-1268,2026-04-02 04:45:54,User-API,Service Outage,502 Bad Gateway errors observed from load balancer.,Surge in unexpected traffic overwhelmed the service capacity.,Flushed Redis cache and restarted worker instances.,122
INC-1363,2026-04-02 06:02:54,Auth-Service,Performance Degradation,SSL Certificate expiration warning.,Network partition between primary and secondary availability zones.,Flushed Redis cache and restarted worker instances.,198
INC-1184,2026-04-02 09:14:54,Analytics-Worker,Deployment Failure,SSL Certificate expiration warning.,Surge in unexpected traffic overwhelmed the service capacity.,Scaled up replicas from 3 to 10 to handle the load.,17
INC-1176,2026-04-02 18:02:54,Inventory-DB,Database Error,Jenkins build pipeline failing on integration tests.,Expired TLS certificate on internal load balancer.,Renewed and deployed updated TLS certificates via Let's Encrypt.,113
INC-1316,2026-04-03 04:57:54,Inventory-DB,Performance Degradation,Jenkins build pipeline failing on integration tests.,Surge in unexpected traffic overwhelmed the service capacity.,"Cleared old logs, freed 20GB, and fixed logrotate cron job.",64
INC-1459,2026-04-04 14:45:54,Kafka-Cluster,Network Timeout,Pods are stuck in CrashLoopBackOff state.,Expired TLS certificate on internal load balancer.,Corrected the AWS security group rules to allow port 443.,121
INC-1050,2026-04-06 03:19:54,Redis-Cache,Security Alert,Kafka consumer lag building up beyond alerting threshold.,Long-running queries locked database tables.,Cleared docker builder cache and expanded runner EBS volume.,97
INC-1267,2026-04-06 16:49:54,Payment-Gateway,Deployment Failure,Pods are stuck in CrashLoopBackOff state.,Missing index on newly deployed database table causing full table scans.,Scaled up replicas from 3 to 10 to handle the load.,64
INC-1378,2026-04-08 19:59:54,Analytics-Worker,Network Timeout,SSL Certificate expiration warning.,Upstream API dependency rate-limited our service requests.,Flushed Redis cache and restarted worker instances.,97
INC-1137,2026-04-10 09:35:54,Auth-Service,Database Error,DNS resolution failures in internal VPC.,Surge in unexpected traffic overwhelmed the service capacity.,"Cleared old logs, freed 20GB, and fixed logrotate cron job.",8
INC-1210,2026-04-11 07:50:54,User-API,Performance Degradation,High CPU utilization detected on primary nodes.,Network partition between primary and secondary availability zones.,Renewed and deployed updated TLS certificates via Let's Encrypt.,5
INC-1330,2026-04-12 14:28:54,CI/CD Pipeline,Network Timeout,Kafka consumer lag building up beyond alerting threshold.,Memory limits set too low in Kubernetes deployment manifests.,Renewed and deployed updated TLS certificates via Let's Encrypt.,7
INC-1100,2026-04-14 01:56:54,CI/CD Pipeline,Database Error,API response times exceeded 2000ms threshold.,Memory limits set too low in Kubernetes deployment manifests.,Renewed and deployed updated TLS certificates via Let's Encrypt.,224
INC-1263,2026-04-14 04:06:54,Analytics-Worker,Database Error,Redis cache eviction rate spiked.,Recent deployment introduced a memory leak.,Killed the blocking database queries and added missing indexes.,51
INC-1297,2026-04-14 08:00:54,Kafka-Cluster,Security Alert,Disk space critical: > 95% utilized on /var/log.,Missing index on newly deployed database table causing full table scans.,Implemented exponential backoff and contacted vendor for quota increase.,164
INC-1001,2026-04-14 11:54:54,Auth-Service,Service Outage,Redis cache eviction rate spiked.,Surge in unexpected traffic overwhelmed the service capacity.,Restarted kubelet service on affected worker nodes.,207
INC-1312,2026-04-15 05:09:54,Kafka-Cluster,Performance Degradation,502 Bad Gateway errors observed from load balancer.,Network partition between primary and secondary availability zones.,Cleared docker builder cache and expanded runner EBS volume.,219
INC-1342,2026-04-15 17:34:54,Auth-Service,Database Error,Pods are stuck in CrashLoopBackOff state.,Memory limits set too low in Kubernetes deployment manifests.,Restarted kubelet service on affected worker nodes.,139
INC-1017,2026-04-17 05:24:54,Payment-Gateway,Resource Exhaustion,Connections refused by the primary database.,Recent deployment introduced a memory leak.,Rebooted unresponsive nodes and cordoned them for investigation.,158
INC-1066,2026-04-17 09:21:54,Analytics-Worker,Performance Degradation,Kafka consumer lag building up beyond alerting threshold.,Network partition between primary and secondary availability zones.,Scaled up replicas from 3 to 10 to handle the load.,183
INC-1470,2026-04-17 19:04:54,CI/CD Pipeline,Network Timeout,API response times exceeded 2000ms threshold.,CI/CD runner ran out of disk space during docker build.,Flushed Redis cache and restarted worker instances.,206
INC-1420,2026-04-18 08:03:54,Kubernetes Cluster,Security Alert,DNS resolution failures in internal VPC.,Missing index on newly deployed database table causing full table scans.,Restarted kubelet service on affected worker nodes.,186
INC-1318,2026-04-18 10:12:54,Redis-Cache,Database Error,Database replication lag exceeded 5 minutes.,Deadlock in concurrent transaction processing.,Renewed and deployed updated TLS certificates via Let's Encrypt.,137
INC-1474,2026-04-18 22:46:54,CI/CD Pipeline,Performance Degradation,Disk space critical: > 95% utilized on /var/log.,Misconfigured security group blocked inter-node traffic.,Implemented exponential backoff and contacted vendor for quota increase.,70
INC-1382,2026-04-20 01:19:54,Kafka-Cluster,Resource Exhaustion,Jenkins build pipeline failing on integration tests.,Expired TLS certificate on internal load balancer.,Implemented exponential backoff and contacted vendor for quota increase.,184
INC-1219,2026-04-21 11:39:54,Inventory-DB,Deployment Failure,High number of 5xx errors from backend services.,Surge in unexpected traffic overwhelmed the service capacity.,"Cleared old logs, freed 20GB, and fixed logrotate cron job.",159
INC-1046,2026-04-21 20:08:54,Analytics-Worker,Network Timeout,Connections refused by the primary database.,"Log rotation failed, filling up disk space.",Scaled up replicas from 3 to 10 to handle the load.,174
INC-1165,2026-04-23 04:21:54,CI/CD Pipeline,Security Alert,Memory leak causing OOM (Out of Memory) kills.,Deadlock in concurrent transaction processing.,Rolled back to the previous stable release and initiated RCA.,41
INC-1031,2026-04-23 13:05:54,Kubernetes Cluster,Database Error,502 Bad Gateway errors observed from load balancer.,Expired TLS certificate on internal load balancer.,Rolled back to the previous stable release and initiated RCA.,118
INC-1206,2026-04-23 13:46:54,Analytics-Worker,Network Timeout,API response times exceeded 2000ms threshold.,CI/CD runner ran out of disk space during docker build.,Restarted kubelet service on affected worker nodes.,85
INC-1372,2026-04-23 18:33:54,Kubernetes Cluster,Performance Degradation,Redis cache eviction rate spiked.,Misconfigured security group blocked inter-node traffic.,Corrected the AWS security group rules to allow port 443.,89
INC-1266,2026-04-24 18:10:54,Inventory-DB,Security Alert,High number of 5xx errors from backend services.,Recent deployment introduced a memory leak.,"Cleared old logs, freed 20GB, and fixed logrotate cron job.",177
INC-1190,2026-04-25 21:02:54,Redis-Cache,Resource Exhaustion,Connections refused by the primary database.,Network partition between primary and secondary availability zones.,Implemented exponential backoff and contacted vendor for quota increase.,26
INC-1418,2026-04-26 08:50:54,Kubernetes Cluster,Security Alert,Pods are stuck in CrashLoopBackOff state.,Recent deployment introduced a memory leak.,Killed the blocking database queries and added missing indexes.,198
INC-1090,2026-04-28 19:53:54,User-API,Service Outage,Redis cache eviction rate spiked.,Expired TLS certificate on internal load balancer.,Corrected the AWS security group rules to allow port 443.,168
INC-1248,2026-04-28 20:28:54,Kafka-Cluster,Database Error,Kafka consumer lag building up beyond alerting threshold.,Memory limits set too low in Kubernetes deployment manifests.,"Cleared old logs, freed 20GB, and fixed logrotate cron job.",170
INC-1495,2026-04-29 03:04:54,Analytics-Worker,Database Error,Connections refused by the primary database.,Surge in unexpected traffic overwhelmed the service capacity.,Rolled back to the previous stable release and initiated RCA.,115
